Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2018,Betis,Levante,0,3,A
2018,Girona,Valladolid,0,0,D
2018,Barcelona,Alaves,3,0,H
2018,Celta,Espanol,1,1,D
2018,Villarreal,Sociedad,1,2,A
2018,Eibar,Huesca,1,2,A
2018,Real Madrid,Getafe,2,0,H
2018,Vallecano,Sevilla,1,4,A
2018,Ath Bilbao,Leganes,2,1,H
2018,Valencia,Ath Madrid,1,1,D
2018,Getafe,Eibar,2,0,H
2018,Leganes,Sociedad,2,2,D
2018,Alaves,Betis,0,0,D
2018,Ath Madrid,Vallecano,1,0,H
2018,Valladolid,Barcelona,0,1,A
2018,Espanol,Valencia,2,0,H
2018,Girona,Real Madrid,1,4,A
2018,Sevilla,Villarreal,0,0,D
2018,Ath Bilbao,Huesca,2,2,D
2018,Levante,Celta,1,2,A
2018,Eibar,Sociedad,2,1,H
2018,Getafe,Valladolid,0,0,D
2018,Villarreal,Girona,0,1,A
2018,Celta,Ath Madrid,2,0,H
2018,Real Madrid,Leganes,4,1,H
2018,Alaves,Espanol,2,1,H
2018,Barcelona,Huesca,8,2,H
2018,Betis,Sevilla,1,0,H
2018,Levante,Valencia,2,2,D
2018,Huesca,Vallecano,0,1,A
2018,Ath Bilbao,Real Madrid,1,1,D
2018,Ath Madrid,Eibar,1,1,D
2018,Sociedad,Barcelona,1,2,A
2018,Valencia,Betis,0,0,D
2018,Espanol,Levante,1,0,H
2018,Leganes,Villarreal,0,1,A
2018,Sevilla,Getafe,0,2,A
2018,Valladolid,Alaves,0,1,A
2018,Girona,Celta,3,2,H
2018,Huesca,Sociedad,0,1,A
2018,Celta,Valladolid,3,3,D
2018,Eibar,Leganes,1,0,H
2018,Getafe,Ath Madrid,0,2,A
2018,Real Madrid,Espanol,1,0,H
2018,Vallecano,Alaves,1,5,A
2018,Barcelona,Girona,2,2,D
2018,Betis,Ath Bilbao,2,2,D
2018,Levante,Sevilla,2,6,A
2018,Villarreal,Valencia,0,0,D
2018,Ath Madrid,Huesca,3,0,H
2018,Espanol,Eibar,1,0,H
2018,Sociedad,Vallecano,2,2,D
2018,Ath Bilbao,Villarreal,0,3,A
2018,Leganes,Barcelona,2,1,H
2018,Sevilla,Real Madrid,3,0,H
2018,Valencia,Celta,1,1,D
2018,Alaves,Getafe,1,1,D
2018,Girona,Betis,0,1,A
2018,Valladolid,Levante,2,1,H
2018,Vallecano,Espanol,2,2,D
2018,Barcelona,Ath Bilbao,1,1,D
2018,Eibar,Sevilla,1,3,A
2018,Real Madrid,Ath Madrid,0,0,D
2018,Sociedad,Valencia,0,1,A
2018,Betis,Leganes,1,0,H
2018,Huesca,Girona,1,1,D
2018,Levante,Alaves,2,1,H
2018,Villarreal,Valladolid,0,1,A
2018,Celta,Getafe,1,1,D
2018,Ath Bilbao,Sociedad,1,3,A
2018,Alaves,Real Madrid,1,0,H
2018,Getafe,Levante,0,1,A
2018,Girona,Eibar,2,3,A
2018,Leganes,Vallecano,1,0,H
2018,Ath Madrid,Betis,1,0,H
2018,Espanol,Villarreal,3,1,H
2018,Sevilla,Celta,2,1,H
2018,Valencia,Barcelona,1,1,D
2018,Valladolid,Huesca,1,0,H
2018,Celta,Alaves,0,1,A
2018,Barcelona,Sevilla,4,2,H
2018,Real Madrid,Levante,1,2,A
2018,Valencia,Leganes,1,1,D
2018,Villarreal,Ath Madrid,1,1,D
2018,Betis,Valladolid,0,1,A
2018,Eibar,Ath Bilbao,1,1,D
2018,Huesca,Espanol,0,2,A
2018,Vallecano,Getafe,1,2,A
2018,Sociedad,Girona,0,0,D
2018,Vallecano,Ath Bilbao,1,1,D
2018,Valladolid,Espanol,1,1,D
2018,Ath Bilbao,Valencia,0,0,D
2018,Ath Madrid,Sociedad,2,0,H
2018,Celta,Eibar,4,0,H
2018,Girona,Vallecano,2,1,H
2018,Levante,Leganes,2,0,H
2018,Alaves,Villarreal,2,1,H
2018,Barcelona,Real Madrid,5,1,H
2018,Getafe,Betis,2,0,H
2018,Sevilla,Huesca,2,1,H
2018,Leganes,Ath Madrid,1,1,D
2018,Real Madrid,Valladolid,2,0,H
2018,Valencia,Girona,0,1,A
2018,Vallecano,Barcelona,2,3,A
2018,Betis,Celta,3,3,D
2018,Eibar,Alaves,2,1,H
2018,Huesca,Getafe,1,1,D
2018,Sociedad,Sevilla,0,0,D
2018,Villarreal,Levante,1,1,D
2018,Espanol,Ath Bilbao,1,0,H
2018,Levante,Sociedad,1,3,A
2018,Ath Madrid,Ath Bilbao,3,2,H
2018,Getafe,Valencia,0,1,A
2018,Girona,Leganes,0,0,D
2018,Valladolid,Eibar,0,0,D
2018,Alaves,Huesca,2,1,H
2018,Barcelona,Betis,3,4,A
2018,Celta,Real Madrid,2,4,A
2018,Sevilla,Espanol,2,1,H
2018,Vallecano,Villarreal,2,2,D
2018,Leganes,Alaves,1,0,H
2018,Ath Madrid,Barcelona,1,1,D
2018,Eibar,Real Madrid,3,0,H
2018,Huesca,Levante,2,2,D
2018,Valencia,Vallecano,3,0,H
2018,Ath Bilbao,Getafe,1,1,D
2018,Espanol,Girona,1,3,A
2018,Sevilla,Valladolid,1,0,H
2018,Villarreal,Betis,2,1,H
2018,Sociedad,Celta,2,1,H
2018,Vallecano,Eibar,1,0,H
2018,Celta,Huesca,2,0,H
2018,Getafe,Espanol,3,0,H
2018,Real Madrid,Valencia,2,0,H
2018,Valladolid,Leganes,2,4,A
2018,Alaves,Sevilla,1,1,D
2018,Barcelona,Villarreal,2,0,H
2018,Betis,Sociedad,1,0,H
2018,Girona,Ath Madrid,1,1,D
2018,Levante,Ath Bilbao,3,0,H
2018,Leganes,Getafe,1,1,D
2018,Ath Madrid,Alaves,3,0,H
2018,Espanol,Barcelona,0,4,A
2018,Valencia,Sevilla,1,1,D
2018,Villarreal,Celta,2,3,A
2018,Betis,Vallecano,2,0,H
2018,Eibar,Levante,4,4,D
2018,Huesca,Real Madrid,0,1,A
2018,Sociedad,Valladolid,1,2,A
2018,Ath Bilbao,Girona,1,0,H
2018,Celta,Leganes,0,0,D
2018,Eibar,Valencia,1,1,D
2018,Getafe,Sociedad,1,0,H
2018,Real Madrid,Vallecano,1,0,H
2018,Valladolid,Ath Madrid,2,3,A
2018,Espanol,Betis,1,3,A
2018,Huesca,Villarreal,2,2,D
2018,Levante,Barcelona,0,5,A
2018,Sevilla,Girona,2,0,H
2018,Alaves,Ath Bilbao,0,0,D
2018,Girona,Getafe,1,1,D
2018,Sociedad,Alaves,0,1,A
2018,Ath Bilbao,Valladolid,1,1,D
2018,Ath Madrid,Espanol,1,0,H
2018,Barcelona,Celta,2,0,H
2018,Betis,Eibar,1,1,D
2018,Leganes,Sevilla,1,1,D
2018,Valencia,Huesca,2,1,H
2018,Vallecano,Levante,2,1,H
2018,Villarreal,Real Madrid,2,2,D
2018,Espanol,Leganes,1,0,H
2018,Levante,Girona,2,2,D
2018,Alaves,Valencia,2,1,H
2018,Huesca,Betis,2,1,H
2018,Valladolid,Vallecano,0,1,A
2018,Eibar,Villarreal,0,0,D
2018,Getafe,Barcelona,1,2,A
2018,Real Madrid,Sociedad,0,2,A
2018,Sevilla,Ath Madrid,1,1,D
2018,Celta,Ath Bilbao,1,2,A
2018,Vallecano,Celta,4,2,H
2018,Girona,Alaves,1,1,D
2018,Leganes,Huesca,1,0,H
2018,Valencia,Valladolid,1,1,D
2018,Villarreal,Getafe,1,2,A
2018,Ath Bilbao,Sevilla,2,0,H
2018,Ath Madrid,Levante,1,0,H
2018,Barcelona,Eibar,3,0,H
2018,Betis,Real Madrid,1,2,A
2018,Sociedad,Espanol,3,2,H
2018,Getafe,Alaves,4,0,H
2018,Celta,Valencia,1,2,A
2018,Huesca,Ath Madrid,0,3,A
2018,Real Madrid,Sevilla,2,0,H
2018,Barcelona,Leganes,3,1,H
2018,Betis,Girona,3,2,H
2018,Levante,Valladolid,2,0,H
2018,Vallecano,Sociedad,2,2,D
2018,Villarreal,Ath Bilbao,1,1,D
2018,Eibar,Espanol,3,0,H
2018,Ath Madrid,Getafe,2,0,H
2018,Leganes,Eibar,2,2,D
2018,Sevilla,Levante,5,0,H
2018,Valencia,Villarreal,3,0,H
2018,Ath Bilbao,Betis,1,0,H
2018,Espanol,Real Madrid,2,4,A
2018,Girona,Barcelona,0,2,A
2018,Sociedad,Huesca,0,0,D
2018,Valladolid,Celta,2,1,H
2018,Alaves,Vallecano,0,1,A
2018,Huesca,Valladolid,4,0,H
2018,Barcelona,Valencia,2,2,D
2018,Celta,Sevilla,1,0,H
2018,Levante,Getafe,0,0,D
2018,Sociedad,Ath Bilbao,2,1,H
2018,Betis,Ath Madrid,1,0,H
2018,Eibar,Girona,3,0,H
2018,Real Madrid,Alaves,3,0,H
2018,Villarreal,Espanol,2,2,D
2018,Vallecano,Leganes,1,2,A
2018,Valladolid,Villarreal,0,0,D
2018,Ath Madrid,Real Madrid,1,3,A
2018,Espanol,Vallecano,2,1,H
2018,Getafe,Celta,3,1,H
2018,Girona,Huesca,0,2,A
2018,Ath Bilbao,Barcelona,0,0,D
2018,Leganes,Betis,3,0,H
2018,Sevilla,Eibar,2,2,D
2018,Valencia,Sociedad,0,0,D
2018,Alaves,Levante,2,0,H
2018,Eibar,Getafe,2,2,D
2018,Barcelona,Valladolid,1,0,H
2018,Celta,Levante,1,4,A
2018,Sociedad,Leganes,3,0,H
2018,Vallecano,Ath Madrid,0,1,A
2018,Betis,Alaves,1,1,D
2018,Real Madrid,Girona,1,2,A
2018,Valencia,Espanol,0,0,D
2018,Villarreal,Sevilla,3,0,H
2018,Huesca,Ath Bilbao,0,1,A
2018,Espanol,Huesca,1,1,D
2018,Alaves,Celta,0,0,D
2018,Ath Bilbao,Eibar,1,0,H
2018,Getafe,Vallecano,2,1,H
2018,Sevilla,Barcelona,2,4,A
2018,Ath Madrid,Villarreal,2,0,H
2018,Leganes,Valencia,1,1,D
2018,Levante,Real Madrid,1,2,A
2018,Valladolid,Betis,0,2,A
2018,Girona,Sociedad,0,0,D
2018,Vallecano,Girona,0,2,A
2018,Espanol,Valladolid,3,1,H
2018,Huesca,Sevilla,2,1,H
2018,Real Madrid,Barcelona,0,1,A
2018,Villarreal,Alaves,1,2,A
2018,Betis,Getafe,1,2,A
2018,Eibar,Celta,1,0,H
2018,Sociedad,Ath Madrid,0,2,A
2018,Valencia,Ath Bilbao,2,0,H
2018,Leganes,Levante,1,0,H
2018,Ath Bilbao,Espanol,1,1,D
2018,Alaves,Eibar,1,1,D
2018,Ath Madrid,Leganes,1,0,H
2018,Barcelona,Vallecano,3,1,H
2018,Getafe,Huesca,2,1,H
2018,Celta,Betis,0,1,A
2018,Girona,Valencia,2,3,A
2018,Levante,Villarreal,0,2,A
2018,Sevilla,Sociedad,5,2,H
2018,Valladolid,Real Madrid,1,4,A
2018,Sociedad,Levante,1,1,D
2018,Ath Bilbao,Ath Madrid,2,0,H
2018,Huesca,Alaves,1,3,A
2018,Leganes,Girona,0,2,A
2018,Real Madrid,Celta,2,0,H
2018,Betis,Barcelona,1,4,A
2018,Eibar,Valladolid,1,2,A
2018,Espanol,Sevilla,0,1,A
2018,Valencia,Getafe,0,0,D
2018,Villarreal,Vallecano,3,1,H
2018,Girona,Ath Bilbao,1,2,A
2018,Alaves,Ath Madrid,0,4,A
2018,Barcelona,Espanol,2,0,H
2018,Celta,Villarreal,3,2,H
2018,Getafe,Leganes,0,2,A
2018,Levante,Eibar,2,2,D
2018,Real Madrid,Huesca,3,2,H
2018,Sevilla,Valencia,0,1,A
2018,Valladolid,Sociedad,1,1,D
2018,Vallecano,Betis,1,1,D
2018,Ath Madrid,Girona,2,0,H
2018,Espanol,Getafe,1,1,D
2018,Villarreal,Barcelona,4,4,D
2018,Ath Bilbao,Levante,3,2,H
2018,Eibar,Vallecano,2,1,H
2018,Huesca,Celta,3,3,D
2018,Valencia,Real Madrid,2,1,H
2018,Leganes,Valladolid,1,0,H
2018,Sevilla,Alaves,2,0,H
2018,Sociedad,Betis,2,1,H
2018,Barcelona,Ath Madrid,2,0,H
2018,Girona,Espanol,1,2,A
2018,Real Madrid,Eibar,2,1,H
2018,Vallecano,Valencia,2,0,H
2018,Alaves,Leganes,1,1,D
2018,Betis,Villarreal,2,1,H
2018,Celta,Sociedad,3,1,H
2018,Getafe,Ath Bilbao,1,0,H
2018,Levante,Huesca,2,2,D
2018,Valladolid,Sevilla,0,2,A
2018,Ath Madrid,Celta,2,0,H
2018,Espanol,Alaves,2,1,H
2018,Huesca,Barcelona,0,0,D
2018,Sevilla,Betis,3,2,H
2018,Ath Bilbao,Vallecano,3,2,H
2018,Girona,Villarreal,0,1,A
2018,Sociedad,Eibar,1,1,D
2018,Valencia,Levante,3,1,H
2018,Valladolid,Getafe,2,2,D
2018,Leganes,Real Madrid,1,1,D
2018,Alaves,Valladolid,2,2,D
2018,Barcelona,Sociedad,2,1,H
2018,Celta,Girona,2,1,H
2018,Eibar,Ath Madrid,0,1,A
2018,Vallecano,Huesca,0,0,D
2018,Betis,Valencia,1,2,A
2018,Getafe,Sevilla,3,0,H
2018,Levante,Espanol,2,2,D
2018,Real Madrid,Ath Bilbao,3,0,H
2018,Villarreal,Leganes,2,1,H
2018,Alaves,Barcelona,0,2,A
2018,Huesca,Eibar,2,0,H
2018,Valladolid,Girona,1,0,H
2018,Ath Madrid,Valencia,3,2,H
2018,Espanol,Celta,1,1,D
2018,Leganes,Ath Bilbao,0,1,A
2018,Levante,Betis,4,0,H
2018,Getafe,Real Madrid,0,0,D
2018,Sevilla,Vallecano,5,0,H
2018,Sociedad,Villarreal,0,1,A
2018,Ath Bilbao,Alaves,1,1,D
2018,Ath Madrid,Valladolid,1,0,H
2018,Barcelona,Levante,1,0,H
2018,Leganes,Celta,0,0,D
2018,Girona,Sevilla,1,0,H
2018,Sociedad,Getafe,2,1,H
2018,Valencia,Eibar,0,1,A
2018,Vallecano,Real Madrid,1,0,H
2018,Villarreal,Huesca,1,1,D
2018,Betis,Espanol,1,1,D
2018,Sevilla,Leganes,0,3,A
2018,Alaves,Sociedad,0,1,A
2018,Celta,Barcelona,2,0,H
2018,Espanol,Ath Madrid,3,0,H
2018,Levante,Vallecano,4,1,H
2018,Eibar,Betis,1,0,H
2018,Getafe,Girona,2,0,H
2018,Huesca,Valencia,2,6,A
2018,Real Madrid,Villarreal,3,2,H
2018,Valladolid,Ath Bilbao,1,0,H
2018,Ath Bilbao,Celta,3,1,H
2018,Ath Madrid,Sevilla,1,1,D
2018,Barcelona,Getafe,2,0,H
2018,Betis,Huesca,2,1,H
2018,Girona,Levante,1,2,A
2018,Leganes,Espanol,0,2,A
2018,Sociedad,Real Madrid,3,1,H
2018,Valencia,Alaves,3,1,H
2018,Vallecano,Valladolid,1,2,A
2018,Villarreal,Eibar,1,0,H
2018,Alaves,Girona,2,1,H
2018,Celta,Vallecano,2,2,D
2018,Espanol,Sociedad,2,0,H
2018,Getafe,Villarreal,2,2,D
2018,Huesca,Leganes,2,1,H
2018,Levante,Ath Madrid,2,2,D
2018,Sevilla,Ath Bilbao,2,0,H
2018,Valladolid,Valencia,0,2,A
2018,Eibar,Barcelona,2,2,D
2018,Real Madrid,Betis,0,2,A
2018,,,,,
2018,,,,,